qid	title	year	reach	score	via
Q1144967	To Each His Own Cinema	2007	104	105.80	director:80 composer:13 screenwriter:11 cast:22
Q1348974	No Regrets for Our Youth	1946	61	61.35	director:18 cinematographer:9 editor:15 screenwriter:19 cast:15
Q2005041	The Bad Sleep Well	1960	59	60.45	director:18 editor:15 composer:7 screenwriter:19 cast:25
Q418809	Dreams	1990	60	59.95	director:18 cinematographer:6 editor:15 composer:2 screenwriter:19 cast:15
Q2296238	One Wonderful Sunday	1947	61	58.10	director:18 cinematographer:9 editor:15 screenwriter:19 cast:2
Q1543027	Madadayo	1993	60	57.95	director:18 cinematographer:6 editor:15 composer:2 screenwriter:19 cast:7
Q660874	Rhapsody in August	1991	60	57.45	director:18 cinematographer:6 editor:15 composer:2 screenwriter:19 cast:5
Q1212729	The World's Most Beautiful Swindlers	1964	54	56.35	director:14 cinematographer:26 screenwriter:14 cast:15
Q977372	New York Stories	1989	55	54.10	director:18 cinematographer:20 editor:9 composer:2 screenwriter:6 cast:4
Q2296227	Sanshiro Sugata Part II	1945	54	51.90	director:18 cinematographer:1 editor:15 composer:1 screenwriter:19 cast:6
Q610158	The Men Who Tread on the Tiger's Tail	1945	53	51.85	director:18 cinematographer:1 editor:15 screenwriter:19 cast:9
Q768966	Beyond the Clouds	1995	50	48.80	director:15 cinematographer:8 editor:9 screenwriter:18 cast:6
Q47482560	The Boy and the Heron	2023	53	47.90	director:10 cinematographer:5 editor:14 composer:13 screenwriter:11
Q2273270	I Live in Fear	1955	46	46.90	director:18 cinematographer:9 composer:7 screenwriter:12 cast:14
Q750117	Intolerable Cruelty	2003	50	46.25	director:12 cinematographer:10 editor:6 composer:12 screenwriter:10 cast:1
Q18516636	Hail, Caesar!	2016	48	46.20	director:12 cinematographer:10 editor:4 composer:12 screenwriter:10 cast:8
Q2297993	Scandal	1950	46	45.30	director:18 composer:9 screenwriter:19 cast:12
Q592902	All These Women	1964	47	44.60	director:15 cinematographer:13 composer:5 screenwriter:14
Q83739	The Ladykillers	2004	48	44.20	director:12 cinematographer:10 editor:4 composer:12 screenwriter:10
Q507285	Lumière and Company	1995	43	43.80	director:37 composer:6 cast:8
Q7735260	The French as Seen By...	1988	45	43.40	director:29 screenwriter:16
Q694762	After the Rehearsal	1984	44	42.65	director:15 cinematographer:13 editor:2 screenwriter:14 cast:1
Q664532	Germany in Autumn	1978	44	42.60	director:7 cinematographer:12 editor:9 composer:9 screenwriter:7 cast:8
Q313998	The Hudsucker Proxy	1994	45	42.25	director:12 cinematographer:10 editor:1 composer:12 screenwriter:10 cast:3
Q388846	Face to Face	1976	43	41.90	director:15 cinematographer:13 composer:1 screenwriter:14 cast:2
Q705893	The Serpent's Egg	1977	42	41.85	director:15 cinematographer:13 screenwriter:14 cast:5
Q1651543	The Magic Flute	1975	43	41.65	director:15 cinematographer:13 composer:1 screenwriter:14 cast:1
Q260365	The Passion of Anna	1969	42	41.10	director:15 cinematographer:13 screenwriter:14 cast:2
Q677912	From the Life of the Marionettes	1980	42	41.10	director:15 cinematographer:13 screenwriter:14 cast:2
Q974427	The Touch	1971	42	40.85	director:15 cinematographer:13 screenwriter:14 cast:1
Q318827	Sawdust and Tinsel	1953	42	40.60	director:15 cinematographer:13 screenwriter:14
Q1187530	The Rite	1969	42	40.60	director:15 cinematographer:13 screenwriter:14
Q154581	Gangs of New York	2002	42	40.60	director:11 cinematographer:8 editor:9 composer:11 screenwriter:3 cast:8
Q18401	Love in the City	1953	42	39.70	director:15 cinematographer:4 editor:6 screenwriter:17
Q2625031	A Woman Is a Woman	1961	40	39.55	director:8 cinematographer:11 editor:7 composer:6 screenwriter:8 cast:9
Q1078890	The Magician	1958	41	38.80	director:15 cinematographer:4 editor:3 composer:5 screenwriter:14 cast:2
Q2005033	The Quiet Duel	1949	38	38.65	director:18 composer:1 screenwriter:19 cast:11
Q425669	Summer Interlude	1951	41	38.55	director:15 cinematographer:4 editor:3 composer:5 screenwriter:14 cast:1
Q1078811	Secrets of Women	1952	41	38.55	director:15 cinematographer:4 editor:3 composer:5 screenwriter:14 cast:1
Q472390	The Wrong Man	1956	41	38.50	director:15 cinematographer:9 editor:8 composer:8 screenwriter:1
Q1742092	Eros	2004	39	38.35	director:15 composer:5 screenwriter:19 cast:9
Q428617	The Devil's Eye	1960	41	38.30	director:15 cinematographer:4 editor:3 composer:5 screenwriter:14
Q737055	Cosmopolis	2012	40	37.80	director:8 cinematographer:6 editor:8 composer:11 screenwriter:7 cast:6
Q1990204	The Most Beautiful	1944	38	37.65	director:18 composer:1 screenwriter:19 cast:7
Q381731	Burn After Reading	2008	39	37.55	director:12 cinematographer:7 editor:6 composer:12 screenwriter:2 cast:7
Q18409	Boccaccio '70	1962	40	36.75	director:9 cinematographer:6 editor:4 composer:10 screenwriter:11 cast:1
Q1513195	M. Butterfly	1993	40	36.55	director:8 cinematographer:6 editor:8 composer:11 screenwriter:7 cast:1
Q37342034	The Ballad of Buster Scruggs	2018	39	36.45	director:12 cinematographer:1 editor:4 composer:12 screenwriter:10 cast:5
Q84693711	The Tragedy of Macbeth	2021	39	36.45	director:12 cinematographer:1 editor:4 composer:12 screenwriter:10 cast:5
Q463907	To Joy	1950	38	36.40	director:15 cinematographer:4 editor:3 composer:2 screenwriter:14 cast:2
Q1141100	Saraband	2003	39	36.05	director:15 editor:2 composer:8 screenwriter:14 cast:1
Q955101	The Flavor of Green Tea over Rice	1952	35	35.60	director:11 cinematographer:7 composer:7 screenwriter:10 cast:12
Q32433	Lincoln	2012	37	35.25	director:10 cinematographer:5 editor:8 composer:13 screenwriter:1 cast:7
Q2739665	Late Autumn	1960	31	34.75	director:11 cinematographer:7 editor:1 composer:2 screenwriter:10 cast:21
Q2870474	Land of Silence and Darkness	1971	38	34.70	director:10 cinematographer:3 editor:7 composer:8 screenwriter:10
Q646389	Hook	1991	38	34.65	director:10 cinematographer:5 editor:8 composer:13 screenwriter:2 cast:1
Q472361	Amistad	1997	37	34.50	director:10 cinematographer:5 editor:8 composer:13 screenwriter:1 cast:4
Q1108471	Port of Call	1948	36	34.30	director:15 cinematographer:4 editor:3 screenwriter:14
Q182373	Indiana Jones and the Kingdom of the Crystal Skull	2008	37	34.25	director:10 cinematographer:5 editor:8 composer:13 screenwriter:1 cast:3
Q126683577	Disclosure Day	2026	37	34.25	director:10 cinematographer:5 editor:8 composer:13 screenwriter:1 cast:3
Q1211737	The Bride Wore Black	1968	35	34.15	director:6 cinematographer:11 editor:2 composer:8 screenwriter:8 cast:7
Q672061	Passion	1982	33	34.15	director:8 cinematographer:11 editor:1 composer:2 screenwriter:11 cast:11
Q1647641	Made in U.S.A	1966	34	34.00	director:8 cinematographer:11 editor:7 screenwriter:8 cast:6
Q646031	The Last Temptation of Christ	1988	33	34.00	director:11 cinematographer:8 editor:9 composer:1 screenwriter:4 cast:10
Q310617	Paris, je t'aime	2006	32	34.00	director:17 screenwriter:15 cast:14
Q30203425	The Post	2017	36	33.85	director:10 cinematographer:5 editor:8 composer:13 cast:5
Q200873	The Lost World: Jurassic Park	1997	37	33.75	director:10 cinematographer:5 editor:8 composer:13 screenwriter:1 cast:1
Q202028	War of the Worlds	2005	37	33.50	director:10 cinematographer:5 editor:8 composer:13 screenwriter:1
Q19689203	The BFG	2016	37	33.50	director:10 cinematographer:5 editor:8 composer:13 screenwriter:1
Q208108	Catch Me If You Can	2002	36	33.35	director:10 cinematographer:5 editor:8 composer:13 cast:3
Q218589	War Horse	2011	36	33.35	director:10 cinematographer:5 editor:8 composer:13 cast:3
Q916870	Early Spring	1956	30	33.35	director:11 cinematographer:7 composer:2 screenwriter:10 cast:19
Q185658	Indiana Jones and the Last Crusade	1989	36	33.20	director:10 cinematographer:1 editor:8 composer:13 screenwriter:4 cast:4
Q1413227	The Trouble with Harry	1955	35	33.10	director:15 cinematographer:9 composer:8 screenwriter:3
Q2364856	Six in Paris	1965	33	33.05	director:12 cinematographer:9 screenwriter:12 cast:5
Q18067135	Bridge of Spies	2015	34	33.00	director:10 cinematographer:5 editor:8 composer:1 screenwriter:10 cast:4
Q318766	The Terminal	2004	36	32.85	director:10 cinematographer:5 editor:8 composer:13 cast:1
Q3258662	Far from Vietnam	1967	33	32.65	director:18 cinematographer:4 screenwriter:11 cast:3
Q697115	Wrong Move	1975	33	32.65	director:8 cinematographer:7 editor:8 composer:3 screenwriter:7 cast:7
Q980041	The Adventures of Tintin	2011	36	32.60	director:10 cinematographer:5 editor:8 composer:13
Q944291	Kundun	1997	34	32.40	director:11 cinematographer:10 editor:9 composer:3 screenwriter:1
Q378838	The Oldest Profession	1967	32	32.25	director:8 editor:3 composer:6 screenwriter:15 cast:13
Q2426670	Tokyo Twilight	1957	28	32.25	director:11 cinematographer:7 screenwriter:10 cast:21
Q124352605	Honey Don't!	2025	35	32.15	director:11 editor:2 composer:12 screenwriter:10 cast:3
Q179215	Indiana Jones and the Temple of Doom	1984	35	31.80	director:10 cinematographer:1 editor:8 composer:13 screenwriter:3 cast:2
Q201924	The Aviator	2004	33	31.80	director:11 cinematographer:1 editor:9 composer:11 screenwriter:1 cast:8
Q207482	1941	1979	33	31.75	director:10 cinematographer:1 editor:8 composer:13 screenwriter:1 cast:9
Q2897042	The Great Ecstasy of Woodcarver Steiner	1974	33	31.70	director:10 cinematographer:3 editor:7 composer:3 screenwriter:10 cast:4
Q1392744	The Wolf of Wall Street	2013	34	31.65	director:11 cinematographer:3 editor:9 composer:11 cast:3
Q265203	Dreams	1955	34	31.60	director:15 composer:5 screenwriter:14
Q18423	Roma	1972	34	31.60	director:8 cinematographer:2 editor:4 composer:10 screenwriter:10 cast:4
Q222633	Stimulantia	1967	33	31.60	director:15 cinematographer:4 screenwriter:14
Q638848	In the Presence of a Clown	1997	33	31.50	director:15 editor:2 composer:2 screenwriter:14 cast:2
Q3235681	The Munekata Sisters	1950	29	31.50	director:11 editor:1 composer:7 screenwriter:10 cast:20
Q2364668	The Scarlet Letter	1973	33	31.40	director:8 cinematographer:7 editor:8 composer:3 screenwriter:7 cast:2
Q18415	Spirits of the Dead	1968	32	31.40	director:9 cinematographer:2 composer:10 screenwriter:11 cast:10
Q18403	Il bidone	1955	34	31.30	director:8 cinematographer:4 editor:2 composer:10 screenwriter:10 cast:2
Q1091145	The Three Faces	1965	33	31.25	director:7 cinematographer:6 editor:6 screenwriter:14 cast:1
Q18429	Fellini's Casanova	1976	34	31.10	director:8 cinematographer:2 editor:4 composer:10 screenwriter:10 cast:2
Q18418	Fellini: A Director's Notebook	1969	34	30.85	director:8 cinematographer:2 editor:4 composer:10 screenwriter:10 cast:1
Q2897051	La Soufrière	1977	32	30.85	director:10 cinematographer:4 editor:7 composer:1 screenwriter:10 cast:3
Q232217	Two or Three Things I Know About Her	1967	31	30.85	director:8 cinematographer:11 editor:2 composer:2 screenwriter:8 cast:5
Q2142377	Woyzeck	1979	30	30.80	director:10 cinematographer:3 editor:7 screenwriter:10 cast:10
Q18397	The White Sheik	1952	34	30.65	director:8 composer:10 screenwriter:16 cast:1
Q449743	Always	1989	34	30.65	director:10 cinematographer:1 editor:8 composer:13 screenwriter:2 cast:1
Q1113073	Signs of Life	1968	31	30.55	director:10 cinematographer:4 editor:7 screenwriter:10 cast:5
Q14369911	Maps to the Stars	2014	33	30.50	director:8 cinematographer:6 editor:8 composer:11 cast:2
Q640762	Invincible	2001	31	30.40	director:10 cinematographer:2 editor:2 composer:7 screenwriter:10 cast:8
Q117769481	Drive-Away Dolls	2024	33	30.35	director:11 composer:12 screenwriter:10 cast:3
Q206576	Hugo	2011	33	30.30	director:11 cinematographer:1 editor:9 composer:11 screenwriter:1 cast:2
Q2265591	Where the Green Ants Dream	1984	30	30.30	director:10 cinematographer:3 editor:7 screenwriter:10 cast:8
Q1066211	Crisis	1946	32	30.30	director:15 editor:3 screenwriter:14
Q1091180	A Lesson in Love	1954	32	30.30	director:15 editor:3 screenwriter:14
Q18437	And the Ship Sails On	1983	32	30.30	director:8 cinematographer:2 editor:4 screenwriter:18 cast:2
Q930777	Spider	2002	33	30.00	director:8 cinematographer:6 editor:8 composer:11
Q752017	Eastern Promises	2007	33	30.00	director:8 cinematographer:6 editor:8 composer:11
Q188159	A Dangerous Method	2011	33	30.00	director:8 cinematographer:6 editor:8 composer:11
Q3231270	The Carabineers	1963	31	29.95	director:8 cinematographer:11 composer:1 screenwriter:11 cast:1
Q739006	A Hen in the Wind	1948	28	29.75	director:11 cinematographer:7 screenwriter:10 cast:11
Q18431	Orchestra Rehearsal	1978	33	29.70	director:8 cinematographer:2 editor:4 composer:10 screenwriter:9
Q512247	I Confess	1953	31	29.70	director:15 cinematographer:9 editor:1 composer:6
Q568518	Love at Twenty	1962	29	29.60	director:8 cinematographer:13 editor:2 composer:6 cast:8
Q18421	The Clowns	1970	32	29.60	director:8 editor:4 composer:10 screenwriter:10 cast:4
Q271281	Empire of the Sun	1987	33	29.50	director:10 cinematographer:1 editor:8 composer:13 screenwriter:1
Q3752435	Brothers and Sisters of the Toda Family	1941	28	29.50	director:11 cinematographer:7 screenwriter:10 cast:10
Q1366562	There Was a Father	1942	28	29.50	director:11 cinematographer:7 screenwriter:10 cast:10
Q1219569	The Soft Skin	1964	30	29.35	director:6 cinematographer:11 composer:6 screenwriter:7 cast:5
Q107710009	The Fabelmans	2022	31	29.35	director:10 cinematographer:5 composer:13 screenwriter:3 cast:5
Q3023951	Last Words	1967	31	29.30	director:10 cinematographer:4 editor:7 screenwriter:10
Q4260034	The Flying Doctors of East Africa	1969	31	29.30	director:10 cinematographer:4 editor:7 screenwriter:10
Q18439	Ginger and Fred	1985	31	29.15	director:8 cinematographer:2 editor:3 screenwriter:18 cast:1
Q2266061	Fata Morgana	1970	31	29.10	director:10 cinematographer:3 editor:7 composer:1 screenwriter:10
Q1214343	The Crucified Lovers	1954	28	29.10	director:7 cinematographer:6 composer:9 screenwriter:6 cast:14
Q2641533	Beware of a Holy Whore	1971	28	29.00	director:5 cinematographer:8 editor:5 composer:5 screenwriter:5 cast:12
Q470916	The Color of Money	1986	30	28.95	director:11 cinematographer:8 editor:9 composer:2 cast:1
Q202326	The Godfather Part III	1990	31	28.90	director:7 cinematographer:5 editor:2 composer:12 screenwriter:5 cast:4
Q654154	Aria	1987	29	28.85	director:16 composer:1 screenwriter:12 cast:5
Q258389	Summer in the City	1970	30	28.75	director:8 cinematographer:7 editor:8 screenwriter:7 cast:1
Q1624365	Lightning Over Water	1980	30	28.55	director:12 cinematographer:1 editor:8 screenwriter:9 cast:1
Q185445	A Married Woman	1964	29	28.55	director:8 cinematographer:11 composer:2 screenwriter:8 cast:3
Q327427	Whity	1971	28	28.50	director:5 cinematographer:8 editor:5 composer:5 screenwriter:5 cast:10
Q432526	The Sugarland Express	1974	31	28.10	director:10 cinematographer:5 editor:1 composer:13 screenwriter:2
Q259831	It Rains on Our Love	1946	29	28.10	director:15 screenwriter:14 cast:2
Q761987	A Ship Bound for India	1947	29	27.85	director:15 screenwriter:14 cast:1
Q921612	Music in Darkness	1947	29	27.85	director:15 screenwriter:14 cast:1
Q572931	Prison	1948	29	27.85	director:15 screenwriter:14 cast:1
Q3283405	Piece of the Sky	1958	31	27.80	cinematographer:4 composer:10 screenwriter:17 cast:2
Q59783	The Decalogue	1989	27	27.65	director:7 cinematographer:5 editor:2 composer:6 screenwriter:7 cast:11
Q365028	Love and Anger	1969	29	27.65	director:9 cinematographer:2 editor:3 composer:3 screenwriter:12 cast:3
Q194726	From Up on Poppy Hill	2011	30	27.50	cinematographer:5 editor:14 screenwriter:11
Q1199284	Le Petit Soldat	1963	27	27.45	director:8 cinematographer:11 screenwriter:8 cast:5
Q552002	Ro.Go.Pa.G.	1963	28	27.40	director:9 cinematographer:4 editor:3 composer:1 screenwriter:11 cast:4
Q737650	My Blueberry Nights	2007	28	27.40	director:8 cinematographer:5 editor:6 composer:1 screenwriter:8 cast:4
Q466792	The Dead Zone	1983	29	27.25	director:8 cinematographer:3 editor:8 composer:2 screenwriter:8 cast:1
Q592300	My Best Fiend	1999	27	27.20	director:10 cinematographer:2 editor:2 composer:3 screenwriter:10 cast:8
Q2478879	La Chinoise	1967	27	27.20	director:8 cinematographer:11 screenwriter:8 cast:4
Q432102	Shine a Light	2008	27	27.05	director:11 cinematographer:15 composer:1 cast:1
Q2979315	Satan's Brew	1976	27	26.95	director:5 cinematographer:9 editor:3 composer:5 screenwriter:5 cast:7
Q563723	Cobra Verde	1987	27	26.90	director:10 cinematographer:4 composer:3 screenwriter:10 cast:6
Q1196157	The Godfather Saga	1977	29	26.80	director:7 cinematographer:5 editor:2 composer:10 screenwriter:5 cast:2
Q848388	Foreign Correspondent	1940	28	26.80	director:15 cinematographer:2 editor:2 composer:1 screenwriter:8
Q2351289	Le Amiche	1955	28	26.75	director:7 cinematographer:4 editor:6 composer:3 screenwriter:8 cast:3
Q610594	Il Grido	1957	28	26.75	director:7 cinematographer:4 editor:6 composer:3 screenwriter:8 cast:3
Q3055315	Private Confessions	1996	28	26.75	cinematographer:13 editor:1 screenwriter:14 cast:1
Q862905	A Geisha	1953	26	26.50	director:7 cinematographer:6 composer:7 screenwriter:6 cast:10
Q3964878	I Flunked, But...	1930	25	26.30	director:11 cinematographer:2 editor:2 screenwriter:10 cast:10
Q2052982	A Story of Floating Weeds	1934	25	26.30	director:11 cinematographer:2 editor:2 screenwriter:10 cast:10
Q47296	Family Plot	1976	29	26.30	director:15 composer:13 screenwriter:1
Q627975	Bed and Board	1970	27	26.25	director:6 cinematographer:4 editor:7 composer:3 screenwriter:7 cast:5
Q640036	Parash Pathar	1958	27	26.20	director:6 cinematographer:6 editor:6 composer:3 screenwriter:6 cast:4
Q175600	Don't Come Knocking	2005	28	26.15	director:8 cinematographer:1 editor:8 composer:2 screenwriter:9 cast:1
Q389911	The Brood	1979	29	26.10	director:8 cinematographer:3 composer:11 screenwriter:7
Q126652	Frantic	1988	27	26.10	director:6 cinematographer:1 editor:3 composer:9 screenwriter:8 cast:8
Q686125	Lili Marleen	1981	25	26.05	director:5 cinematographer:8 editor:2 composer:5 screenwriter:5 cast:11
Q485677	I'm a Cyborg, But That's OK	2006	27	26.05	director:6 cinematographer:4 editor:6 composer:5 screenwriter:6 cast:5
Q1188701	Thirst	1950	27	25.95	director:15 cinematographer:4 editor:3 composer:5 cast:1
Q3284902	Mother Küsters' Trip to Heaven	1975	26	25.95	director:5 cinematographer:8 editor:3 composer:5 screenwriter:5 cast:7
Q29057443	The Irishman	2019	26	25.85	director:11 cinematographer:3 editor:9 composer:2 screenwriter:1 cast:5
Q1961750	Chinese Roulette	1976	25	25.80	director:5 cinematographer:8 editor:2 composer:5 screenwriter:5 cast:10
Q2655835	Escape at Dawn	1950	28	25.80	composer:9 screenwriter:19 cast:6
Q258092	Tora! Tora! Tora!	1970	25	25.80	cinematographer:2 composer:4 screenwriter:19 cast:14
Q692367	The State of Things	1982	27	25.65	director:8 cinematographer:1 editor:8 composer:3 screenwriter:7 cast:3
Q599013	Bringing Out the Dead	1999	27	25.55	director:11 cinematographer:1 editor:9 composer:2 screenwriter:4 cast:1
Q2859045	After the Rain	1999	27	25.45	cinematographer:1 composer:7 screenwriter:19 cast:7
Q1191113	Hurricane	1979	27	25.35	cinematographer:13 editor:3 composer:10 screenwriter:1 cast:3
Q3073310	Flame of My Love	1949	24	25.30	director:7 screenwriter:17 cast:12
Q759324	Confidentially Yours	1983	24	25.00	director:6 cinematographer:4 editor:1 composer:6 screenwriter:7 cast:12
Q509567	Millennium Mambo	2001	26	24.90	director:5 cinematographer:5 editor:6 composer:5 screenwriter:5 cast:4
Q1511905	My Son, My Son, What Have Ye Done?	2009	25	24.85	director:10 cinematographer:2 editor:2 composer:1 screenwriter:10 cast:5
Q21027598	Salt and Fire	2016	25	24.85	director:10 cinematographer:2 editor:2 composer:1 screenwriter:10 cast:5
Q484291	Three... Extremes	2004	24	24.85	director:7 cinematographer:9 composer:1 screenwriter:7 cast:7
Q3548472	A Quiet Place in the Country	1968	28	24.85	director:1 cinematographer:2 editor:4 composer:9 screenwriter:12 cast:1
Q639628	Kanchanjangha	1962	25	24.85	director:6 cinematographer:6 editor:6 composer:1 screenwriter:6 cast:5
Q177438	Mahanagar	1963	25	24.85	director:6 cinematographer:6 editor:6 composer:1 screenwriter:6 cast:5
Q3208713	The Stationmaster's Wife	1977	25	24.80	director:5 cinematographer:8 editor:2 composer:5 screenwriter:5 cast:6
Q2259762	Images	1972	27	24.75	director:5 cinematographer:5 editor:1 composer:13 screenwriter:3 cast:3
Q657477	Faraway, So Close!	1993	24	24.75	director:8 cinematographer:1 editor:8 screenwriter:7 cast:9
Q3549471	The Woman in the Rumor	1954	25	24.70	director:7 cinematographer:6 composer:6 screenwriter:6 cast:6
Q2288599	Room 666	1982	24	24.70	director:8 cinematographer:1 composer:8 screenwriter:7 cast:12
Q2713325	Les Enfants Terribles	1950	26	24.55	director:6 cinematographer:6 composer:8 screenwriter:6 cast:3
Q22000542	Ready Player One	2018	25	24.55	director:10 cinematographer:5 editor:8 composer:2 cast:3
Q3020002	Caro Michele	1976	27	24.50	cinematographer:2 editor:4 composer:10 screenwriter:11 cast:4
Q163896	Fast Company	1979	26	24.50	director:8 cinematographer:3 editor:8 screenwriter:7
Q2550265	My Voyage to Italy	1999	26	24.50	director:11 editor:9 screenwriter:6
Q965249	Days of Youth	1929	23	24.50	director:11 cinematographer:2 screenwriter:10 cast:10
Q277281	Love on the Run	1979	25	24.40	director:6 cinematographer:4 editor:1 composer:6 screenwriter:8 cast:6
Q1168045	Mississippi Mermaid	1969	24	24.25	director:6 cinematographer:1 editor:7 composer:3 screenwriter:7 cast:9
Q7757496	The Pleasure Garden	1961	27	24.20	cinematographer:4 editor:4 composer:5 screenwriter:14
Q1171757	The 10th Victim	1965	26	24.15	director:1 cinematographer:4 editor:4 screenwriter:17 cast:1
Q18433	City of Women	1980	25	24.15	director:8 cinematographer:2 editor:4 composer:1 screenwriter:10 cast:3
Q2575227	Who's That Knocking at My Door	1967	25	24.10	director:11 editor:9 screenwriter:5 cast:2
Q639604	Nayak	1966	25	24.10	director:6 cinematographer:6 editor:6 composer:1 screenwriter:6 cast:2
Q936295	Princess Yang Kwei-Fei	1955	22	24.10	director:7 composer:9 screenwriter:6 cast:18
Q232091	Two English Girls	1971	25	23.90	director:6 cinematographer:4 editor:1 composer:6 screenwriter:8 cast:4
Q1183562	Decalogue V	1989	25	23.90	director:7 cinematographer:3 editor:2 composer:6 screenwriter:7 cast:4
Q497311	Spellbound	1945	25	23.90	director:15 cinematographer:1 editor:3 composer:2 screenwriter:4
Q1091856	This Can't Happen Here	1950	25	23.90	director:15 cinematographer:4 editor:1 composer:5
Q107883998	Crimes of the Future	2022	26	23.85	director:8 composer:11 screenwriter:7 cast:3
Q4004209	Woman of Tokyo	1933	22	23.85	director:11 cinematographer:2 screenwriter:9 cast:11
Q3205375	That Night's Wife	1930	25	23.80	director:11 cinematographer:2 editor:2 screenwriter:10
Q1049604	The Last Metro	1980	24	23.75	director:6 cinematographer:4 editor:1 composer:6 screenwriter:7 cast:7
Q1214819	Magnet of Doom	1963	24	23.70	director:6 cinematographer:6 composer:6 screenwriter:6 cast:6
Q476311	The Left-Handed Woman	1977	25	23.65	cinematographer:7 editor:8 composer:8 screenwriter:2 cast:5
Q117357033	The Shrouds	2024	26	23.60	director:8 composer:11 screenwriter:7 cast:2
Q1203742	As Tears Go By	1988	24	23.60	director:8 cinematographer:2 editor:6 screenwriter:8 cast:4
Q814288	Encounters at the End of the World	2007	24	23.55	director:10 cinematographer:2 editor:2 screenwriter:10 cast:3
Q15407746	Queen of the Desert	2015	24	23.55	director:10 cinematographer:2 editor:2 screenwriter:10 cast:3
Q929157	Fear and Desire	1953	25	23.50	director:11 cinematographer:1 composer:2 screenwriter:11
Q936477	Killer's Kiss	1955	25	23.50	director:11 cinematographer:1 composer:2 screenwriter:11
Q3276982	What Did the Lady Forget?	1937	23	23.50	director:11 cinematographer:2 screenwriter:10 cast:6
Q210364	Shutter Island	2010	23	23.45	director:11 cinematographer:1 editor:9 composer:2 cast:7
Q3983334	Voyage in Time	1983	25	23.40	director:7 cinematographer:2 screenwriter:16
Q1056704	I Vinti	1953	25	23.40	director:7 editor:6 composer:3 screenwriter:9 cast:2
Q637133	Ghosts of Rome	1961	26	23.35	cinematographer:2 editor:6 composer:10 screenwriter:8 cast:3
Q63643994	West Side Story	2021	24	23.35	director:10 cinematographer:5 editor:8 screenwriter:1 cast:1
Q167206	Pom Poko	1994	25	23.30	director:3 cinematographer:5 editor:14 screenwriter:3
Q1418326	My Neighbors the Yamadas	1999	25	23.30	director:3 cinematographer:5 editor:14 screenwriter:3
Q501995	Cape Fear	1991	24	23.20	director:11 cinematographer:2 editor:9 composer:2 cast:2
Q224004	Topaz	1969	23	23.15	director:15 editor:3 composer:3 screenwriter:2 cast:5
Q3010935	The Lady of Musashino	1951	22	23.10	director:7 composer:9 screenwriter:6 cast:14
Q451250	The End of Violence	1997	24	23.05	director:8 editor:8 composer:1 screenwriter:7 cast:3
Q703034	Palermo Shooting	2008	24	23.00	director:8 cinematographer:1 editor:8 screenwriter:7 cast:2
Q2053002	Tokyo Chorus	1931	23	23.00	director:11 cinematographer:2 editor:2 screenwriter:8 cast:4
Q689938	Hail Mary	1985	24	22.85	director:8 composer:8 screenwriter:8 cast:5
Q506638	The Paradine Case	1947	24	22.80	director:15 composer:3 screenwriter:6
Q983854	Little Dieter Needs to Fly	1997	24	22.80	director:10 cinematographer:2 editor:2 screenwriter:10
Q180706	Rescue Dawn	2006	24	22.80	director:10 cinematographer:2 editor:2 screenwriter:10
Q3007211	Into the Abyss	2011	24	22.80	director:10 cinematographer:2 editor:2 screenwriter:10
Q2260328	Identification of a Woman	1982	24	22.75	director:7 cinematographer:2 editor:1 screenwriter:14 cast:1
Q7232243	Portrait Werner Herzog	1986	23	22.75	director:10 cinematographer:3 screenwriter:10 cast:3
Q4020616	Wodaabe – Herdsmen of the Sun	1989	23	22.75	director:10 cinematographer:3 screenwriter:10 cast:3
Q640450	Doubt	2008	25	22.65	cinematographer:10 editor:4 composer:11 cast:1
Q3284269	Street Scenes	1970	23	22.60	director:11 cinematographer:3 editor:9 cast:2
Q287864	Miss Oyu	1951	22	22.60	director:7 composer:9 screenwriter:6 cast:12
Q3346013	Summer Clouds	1958	21	22.55	director:6 composer:7 screenwriter:8 cast:15
Q3208121	The Lady Without Camelias	1953	24	22.50	director:7 editor:6 composer:3 screenwriter:8 cast:2
Q1656341	I Only Want You To Love Me	1976	23	22.50	director:5 cinematographer:8 composer:5 screenwriter:5 cast:4
Q500403	The Fog	1980	24	22.45	director:8 cinematographer:5 composer:7 screenwriter:4 cast:1
Q3015372	The White Diamond	2004	23	22.35	director:10 editor:2 composer:1 screenwriter:10 cast:3
Q1080141	Industrial Symphony No. 1	1990	24	22.30	director:9 composer:7 screenwriter:8 cast:2
Q1752509	Hard Eight	1996	23	22.30	director:8 cinematographer:5 composer:2 screenwriter:8 cast:2
Q697070	The Time to Live and the Time to Die	1985	22	22.30	director:5 cinematographer:5 editor:6 screenwriter:6 cast:6
Q3758609	The Dark Glow of the Mountains	1984	23	22.15	director:10 composer:3 screenwriter:10 cast:3
Q1080629	Decalogue IX	1988	23	22.15	director:7 cinematographer:1 editor:2 composer:6 screenwriter:7 cast:5
Q317311	Un amour de Swann	1984	21	22.15	director:2 cinematographer:13 editor:3 screenwriter:3 cast:7
Q3222239	Portrait of Madame Yuki	1950	22	22.10	director:7 composer:9 screenwriter:6 cast:10
Q3231608	Bells from the Deep	1993	23	22.00	director:10 cinematographer:3 screenwriter:10
Q1080666	Decalogue IV	1988	23	21.90	director:7 cinematographer:1 editor:2 composer:6 screenwriter:7 cast:4
